Time,Q1, Q2, Q3, Q4, Q5, Q6, T1, T2, T3, T4, T5, T6
14:41:12:325210,-0.603133,-0.0565661,1.79116,0,1.27479,1.75144,-6.034,7.196,-5.873,-0.196,0.586144,0.398747,
14:41:12:330229,-0.603151,-0.0565661,1.79127,0,1.27484,1.75147,-6.153,7.553,-5.698,0.532,0.552328,0.4227,
14:41:12:335340,-0.603238,-0.0566185,1.79132,0,1.27493,1.75135,-20.678,-1.12,-14.777,0.112,0.562191,-0.388884,
14:41:12:340369,-0.60357,-0.0568105,1.79127,0,1.27502,1.75093,-18.529,-0.735,-17.332,0.301,0.484696,-0.417064,
14:41:12:345497,-0.604093,-0.0571072,1.79114,0,1.27507,1.75051,-14.574,1.162,-16.002,0.028,0.477651,-0.584735,
14:41:12:350481,-0.604722,-0.0574562,1.79097,0,1.27514,1.75004,-10.549,2.835,-18.942,0.224,0.491741,-0.655185,
14:41:12:355437,-0.605367,-0.0577879,1.79078,0,1.27524,1.74938,-9.464,2.59,-17.717,-0.28,0.194442,-0.233894,
14:41:12:360595,-0.605943,-0.058102,1.79053,0,1.27531,1.74866,-9.128,2.1,-18.795,-0.028,0.228258,-0.115538,
14:41:12:365731,-0.606484,-0.0584336,1.79022,0,1.27538,1.74816,-9.751,1.421,-18.809,0.812,0.246575,-0.164853,
14:41:12:370726,-0.607043,-0.0587827,1.78989,0,1.27549,1.74786,-10.416,1.827,-19.061,0.469,0.32407,-0.553737,
14:41:12:375866,-0.607601,-0.0591841,1.78954,0,1.27556,1.74753,-11.361,2.317,-19.579,0.161,0.123992,-0.825674,
14:41:12:380864,-0.608195,-0.059603,1.78921,0,1.27561,1.74699,-10.192,2.863,-18.466,0.56,-0.018317,-0.725635,
14:41:12:385790,-0.608841,-0.0600219,1.78882,0,1.27563,1.74617,-9.856,2.324,-19.649,-0.224,0.164853,-0.435381,
14:41:12:390986,-0.609469,-0.0604757,1.78833,0,1.27566,1.74528,-8.218,2.639,-17.941,-0.392,0.209941,-0.147945,
14:41:12:395939,-0.610097,-0.0609469,1.78779,0,1.27575,1.7447,-9.065,3.752,-16.548,0.021,0.049315,-0.092994,
14:41:12:401083,-0.610761,-0.061453,1.78732,0,1.2758,1.74437,-8.54,3.402,-19.768,0.28,-0.085949,-0.597416,
14:41:12:406100,-0.611424,-0.0619417,1.78687,0,1.27587,1.74383,-7.987,4.767,-18.634,1.295,-0.109902,-0.60587,
14:41:12:411207,-0.612087,-0.0624479,1.78641,0,1.27591,1.74304,-7.595,5.18,-19.691,1.673,0.077495,-0.308571,
14:41:12:416155,-0.612768,-0.062954,1.78593,0,1.27596,1.74224,-7.175,6.083,-19.25,-0.252,-0.052133,-0.167671,
14:41:12:421367,-0.613396,-0.0634776,1.78544,0,1.27599,1.74166,-8.001,6.671,-21.168,-0.056,0.004227,-0.317025,
14:41:12:426363,-0.614042,-0.0639838,1.78491,0,1.27603,1.74119,-7.322,6.076,-19.39,-0.168,0.07045,-0.697455,
14:41:12:431461,-0.614653,-0.0644899,1.78434,0,1.27605,1.74058,-8.967,5.901,-18.207,0.469,0,-0.511467,
14:41:12:436470,-0.615298,-0.0649786,1.78378,0,1.27613,1.7398,-7.651,5.257,-20.811,-0.049,-0.069041,-0.291663,
14:41:12:441593,-0.615962,-0.0654673,1.78324,0,1.27618,1.73901,-7.966,4.354,-19.446,0.392,0.049315,-0.247984,
14:41:12:446555,-0.61659,-0.0659211,1.7827,0,1.27625,1.73838,-8.211,3.101,-21.483,0.077,0.047906,-0.415655,
14:41:12:451724,-0.617183,-0.0664098,1.78209,0,1.27627,1.73788,-8.799,3.619,-20.272,0.252,0.108493,-0.566418,
14:41:12:456673,-0.617742,-0.0669159,1.78147,0,1.27631,1.73721,-10.171,3.794,-18.529,0.14,-0.060587,-0.400156,
14:41:12:461848,-0.618335,-0.067457,1.78088,0,1.27632,1.73638,-11.137,2.702,-20.23,0.056,0.095812,-0.162035,
14:41:12:466850,-0.618929,-0.0679631,1.78024,0,1.27636,1.73575,-11.669,3.073,-19.033,-0.056,-0.091585,-0.342387,
14:41:12:471974,-0.619557,-0.0685042,1.77959,0,1.27641,1.73528,-10.353,2.779,-18.865,1.519,0.102857,-0.701682,
14:41:12:476975,-0.620203,-0.0690627,1.77896,0,1.27646,1.73474,-10.276,3.451,-18.424,1.764,-0.091585,-0.796085,
14:41:12:482074,-0.620866,-0.0696037,1.7783,0,1.2765,1.7339,-10.836,2.303,-18.879,0.084,-0.023953,-0.22544,
14:41:12:487107,-0.621494,-0.0701622,1.7776,0,1.27655,1.73297,-9.807,2.359,-17.801,-0.189,0.04227,0.146536,
14:41:12:492222,-0.62214,-0.0707556,1.77694,0,1.2766,1.73247,-9.919,3.36,-17.234,0.056,-0.039452,-0.393111,
14:41:12:497220,-0.622821,-0.0713665,1.77624,0,1.27666,1.73205,-9.324,3.78,-16.548,-0.07,0.105675,-0.629823,
14:41:12:502329,-0.623484,-0.0719774,1.77558,0,1.27667,1.73147,-7.735,3.647,-17.066,0.112,0.116947,-0.638277,
14:41:12:507348,-0.624182,-0.0726057,1.77496,0,1.27671,1.73062,-7.714,3.899,-17.521,0.392,0.146536,-0.23953,
14:41:12:512472,-0.62488,-0.0732515,1.77432,0,1.27678,1.72967,-6.909,5.621,-18.109,0.084,0.132446,0,
14:41:12:517478,-0.625509,-0.0738798,1.77367,0,1.27683,1.72925,-7.791,5.32,-19.243,0.196,0.064814,-0.570645,
14:41:12:522617,-0.626172,-0.0745081,1.77301,0,1.27683,1.72898,-6.944,5.432,-18.76,-0.021,0.18317,-0.879216,
14:41:12:527603,-0.626835,-0.0751539,1.77235,0,1.27687,1.72842,-6.153,5.432,-18.459,0.28,0.149354,-1.00884,
14:41:12:532534,-0.627498,-0.0757997,1.7717,0,1.2769,1.72747,-6.223,4.921,-20.958,0.301,0.215577,-0.373385,
14:41:12:537718,-0.628161,-0.0764454,1.77107,0,1.27699,1.72641,-5.831,5.838,-20.125,0.189,0.270528,0.311389,
14:41:12:542669,-0.62879,-0.0770737,1.77037,0,1.27704,1.72596,-6.419,4.928,-20.797,-0.245,0.312798,-0.200078,
14:41:12:547854,-0.629366,-0.0777021,1.76968,0,1.27706,1.72575,-7.448,5.25,-18.704,-0.252,0.417064,-0.750997,
14:41:12:552967,-0.629924,-0.0783129,1.76896,0,1.27711,1.72522,-7.868,4.438,-20.062,0.644,0.425518,-0.783404,
14:41:12:557966,-0.630518,-0.0789587,1.76825,0,1.2772,1.72433,-7.658,5.411,-20.104,0.105,0.457925,-0.400156,
14:41:12:563108,-0.631076,-0.0796045,1.76755,0,1.27725,1.72334,-8.596,4.949,-18.368,0.224,0.401565,0.001409,
14:41:12:568094,-0.63167,-0.0802502,1.76688,0,1.27728,1.72285,-8.484,3.836,-21.399,0.28,0.504422,-0.145127,
14:41:12:573046,-0.632245,-0.080896,1.76617,0,1.27734,1.72266,-8.274,4.851,-21.504,-0.112,0.569236,-0.834128,
14:41:12:578230,-0.632821,-0.0815243,1.76542,0,1.27737,1.72229,-9.751,3.906,-20.195,0.336,0.46497,-0.982073,
14:41:12:583351,-0.633345,-0.0821701,1.76463,0,1.27742,1.72156,-9.898,3.864,-20.097,0.329,0.60587,-0.594598,
14:41:12:588329,-0.633904,-0.0828159,1.76386,0,1.27753,1.72049,-10.129,3.528,-20.734,-0.077,0.470606,0.004227,
14:41:12:593442,-0.63448,-0.0834791,1.76313,0,1.27763,1.71974,-9.184,3.381,-20.993,0.371,0.618551,0.164853,
14:41:12:598450,-0.63509,-0.0841598,1.76236,0,1.27767,1.71953,-8.295,3.437,-20.748,0.105,0.721408,-0.340978,
14:41:12:603571,-0.635684,-0.0848579,1.7616,0,1.2777,1.71925,-7.616,5.117,-20.3,0.245,0.491741,-0.8454,
14:41:12:608586,-0.636277,-0.0855211,1.76079,0,1.27776,1.71864,-7.007,2.954,-19.789,0.224,0.790449,-0.73268,
14:41:12:613523,-0.636836,-0.0862018,1.76001,0,1.27786,1.71772,-6.741,3.08,-19.348,-0.14,0.74677,-0.247984,
14:41:12:618701,-0.637394,-0.0869174,1.75926,0,1.27798,1.71695,-7.196,3.878,-19.453,0.14,0.715772,0.057769,
14:41:12:623866,-0.637953,-0.087633,1.75845,0,1.27809,1.71662,-6.958,4.179,-19.537,0.252,0.722817,-0.249393,
14:41:12:628846,-0.638511,-0.0883835,1.75769,0,1.27814,1.71639,-6.909,5.46,-21.56,0.133,0.488923,-0.772132,
14:41:12:633946,-0.639087,-0.089134,1.75685,0,1.27819,1.71596,-6.223,5.565,-18.998,0,0.677729,-0.88767,
14:41:12:638976,-0.639663,-0.089867,1.75603,0,1.27835,1.71522,-5.908,5.495,-17.647,-0.455,0.721408,-0.555146,
14:41:12:644118,-0.640222,-0.0906175,1.75523,0,1.27851,1.7144,-5.971,5.684,-20.58,0.707,0.483287,-0.011272,
14:41:12:649086,-0.640728,-0.091368,1.75439,0,1.27866,1.71381,-6.006,5.971,-18.592,0.28,0.353659,0.176125,
14:41:12:654207,-0.641199,-0.092101,1.75358,0,1.27879,1.71346,-6.874,6.475,-20.139,-0.28,0.229667,-0.242348,
14:41:12:659213,-0.641705,-0.0928341,1.75275,0,1.27896,1.71309,-7.077,5.747,-18.102,0.448,0.543874,-0.470606,
14:41:12:664341,-0.642194,-0.0935497,1.75194,0,1.2791,1.7126,-7.357,5.096,-20.475,-0.371,0.046497,-0.515694,
14:41:12:669326,-0.6427,-0.0942652,1.75114,0,1.2792,1.71201,-7.049,5.95,-18.487,0.189,-0.022544,-0.304344,
14:41:12:674465,-0.643189,-0.0950157,1.75036,0,1.27922,1.71142,-7.469,6.104,-20.454,0.021,0.178943,-0.21135,
14:41:12:679439,-0.643712,-0.0957313,1.74955,0,1.27929,1.71088,-6.237,5.166,-21.266,-0.392,0.226849,-0.308571,
14:41:12:684563,-0.644201,-0.0964818,1.74872,0,1.2794,1.71053,-6.825,5.257,-19.81,-0.448,0.167671,-0.335342,
14:41:12:689575,-0.644655,-0.0972148,1.74789,0,1.2795,1.71025,-7.245,4.305,-20.426,-0.504,0.178943,-0.586144,
14:41:12:694563,-0.645074,-0.097913,1.74707,0,1.27959,1.70981,-8.533,4.921,-21.532,0.077,0.091585,-0.683365,
14:41:12:699689,-0.64551,-0.0986635,1.74625,0,1.27966,1.70924,-8.792,3.934,-20.902,0,0.184579,-0.477651,
14:41:12:704830,-0.645964,-0.099414,1.7454,0,1.27971,1.70863,-8.022,4.053,-19.173,0.336,0.209941,-0.184579,
14:41:12:709829,-0.646418,-0.100164,1.74454,0,1.27978,1.70812,-7.707,4.802,-21.77,0.056,0.260665,-0.170489,
14:41:12:714941,-0.646854,-0.100915,1.74371,0,1.27987,1.7077,-8.624,4.445,-19.677,-0.112,0.139491,-0.207123,
14:41:12:719966,-0.647325,-0.101648,1.74282,0,1.27994,1.7073,-7.756,4.032,-19.859,-0.448,0.302935,-0.395929,
14:41:12:725072,-0.647779,-0.102398,1.74194,0,1.28002,1.70695,-6.923,3.717,-19.124,0.161,0.259256,-0.473424,
14:41:12:730054,-0.648233,-0.103166,1.74104,0,1.28009,1.7065,-7.763,4.067,-19.523,-0.756,0.397338,-0.426927,
14:41:12:735052,-0.648617,-0.103934,1.74016,0,1.28018,1.70597,-7.7,3.612,-19.285,0.056,0.231076,-0.178943,
14:41:12:740204,-0.649001,-0.104702,1.73927,0,1.28027,1.70547,-9.324,4.144,-18.851,-0.049,0.357886,-0.132446,
14:41:12:745200,-0.64942,-0.10547,1.73838,0,1.28036,1.70505,-8.141,4.214,-19.32,0.336,0.477651,-0.219804,
14:41:12:750308,-0.649838,-0.106273,1.73746,0,1.28046,1.70475,-7.595,3.689,-20.16,0.357,0.36634,-0.443835,
14:41:12:755329,-0.650292,-0.107076,1.7365,0,1.28053,1.70447,-7.28,4.704,-16.842,-0.056,0.491741,-0.414246,
14:41:12:760455,-0.650711,-0.107879,1.73561,0,1.2806,1.70416,-6.503,4.585,-17.836,0.812,0.512876,-0.689001,
14:41:12:765447,-0.651147,-0.108682,1.73474,0,1.28067,1.70374,-6.272,4.865,-17.913,0.049,0.505831,-0.607279,
14:41:12:770565,-0.651584,-0.109467,1.73388,0,1.28078,1.70334,-5.649,4.053,-18.564,0.42,0.518512,-0.505831,
14:41:12:775579,-0.651968,-0.110287,1.73299,0,1.28086,1.70283,-5.894,4.809,-20.832,-0.14,0.560782,-0.249393,
14:41:12:780695,-0.652317,-0.111073,1.73212,0,1.28097,1.70231,-7.189,5.152,-19.551,-0.224,0.677729,0.066223,
14:41:12:785686,-0.652648,-0.111893,1.73126,0,1.28111,1.70191,-7.77,5.208,-20.188,0.42,0.78904,-0.073268,
14:41:12:790824,-0.65298,-0.112696,1.73041,0,1.28126,1.70163,-8.344,4.48,-22.449,0.336,0.36634,-0.273346,
14:41:12:795829,-0.653329,-0.113499,1.72952,0,1.28135,1.70145,-7.749,5.208,-19.873,-0.28,0.569236,-0.432563,
14:41:12:800951,-0.653696,-0.114319,1.72861,0,1.28147,1.70119,-7.441,5.579,-22.386,0.763,0.446653,-0.39452,
14:41:12:805922,-0.654062,-0.115139,1.72772,0,1.28163,1.70081,-7.273,5.047,-20.559,-0.329,0.407201,-0.397338,
14:41:12:810899,-0.654411,-0.11596,1.72683,0,1.2818,1.7004,-6.832,5.418,-22.435,0.168,0.247984,-0.453698,
14:41:12:816055,-0.654778,-0.116763,1.72592,0,1.28198,1.70006,-6.594,5.264,-19.95,-0.14,0.414246,-0.390293,
14:41:12:821015,-0.655127,-0.117565,1.72498,0,1.28219,1.69965,-6.286,5.817,-21.385,0.28,0.287436,-0.166262,
14:41:12:826175,-0.655458,-0.118386,1.72404,0,1.28233,1.6992,-5.782,4.921,-19.929,-0.504,0.180352,0.025362,
14:41:12:831190,-0.655773,-0.119223,1.72309,0,1.28242,1.69887,-6.552,5.411,-22.036,-0.189,0.260665,0.080313,
14:41:12:836302,-0.656052,-0.120044,1.72219,0,1.28254,1.69866,-7.343,5.635,-21.56,-0.14,0.221213,-0.326888,
14:41:12:841313,-0.656314,-0.120847,1.72121,0,1.28268,1.69848,-7.441,5.579,-19.705,0.455,0.135264,-0.283209,
14:41:12:846447,-0.65661,-0.121649,1.72027,0,1.28278,1.69831,-7.595,4.732,-20.804,0.021,0.185988,-0.639686,
14:41:12:851432,-0.65689,-0.12247,1.71929,0,1.28289,1.69805,-7.546,5.117,-21.567,0.476,0.162035,-0.495968,
14:41:12:856569,-0.657204,-0.12329,1.71835,0,1.28299,1.6978,-6.209,5.432,-18.746,-0.504,0.149354,-0.631232,
14:41:12:861579,-0.6575,-0.12411,1.71737,0,1.28306,1.69754,-6.573,4.382,-21.042,-0.28,0.235303,-0.629823,
14:41:12:866681,-0.65778,-0.124948,1.71639,0,1.28311,1.69728,-6.272,5.411,-19.243,0.105,0.4227,-0.597416,
14:41:12:871697,-0.658041,-0.125786,1.7154,0,1.28322,1.69698,-6.09,4.9,-20.58,-0.112,0.443835,-0.487514,
14:41:12:876844,-0.658303,-0.126624,1.71442,0,1.28338,1.69655,-6.86,5.173,-19.509,-0.077,0.38043,-0.373385,
14:41:12:881954,-0.658583,-0.127479,1.71342,0,1.2835,1.69613,-6.447,5.117,-17.542,0.476,0.510058,0.053542,
14:41:12:886954,-0.658897,-0.128299,1.71248,0,1.2836,1.69578,-4.788,4.501,-18.508,0.021,0.381839,0.195851,
14:41:12:892074,-0.659193,-0.129119,1.71152,0,1.28369,1.69557,-4.683,5.026,-20.286,0.483,0.536829,0.114129,
14:41:12:897066,-0.659438,-0.129975,1.71056,0,1.28379,1.69545,-5.411,5.089,-20.013,0.392,0.636868,0,
14:41:12:902071,-0.659647,-0.130812,1.70958,0,1.2839,1.69527,-5.572,4.963,-19.271,-0.112,0.47906,-0.081722,
14:41:12:907195,-0.659839,-0.131668,1.70863,0,1.284,1.69512,-6.594,5.796,-21.371,0.42,0.49315,-0.060587,
14:41:12:912199,-0.659996,-0.132505,1.70765,0,1.28414,1.69496,-7.903,5.516,-20.3,-0.168,0.679138,-0.23953,
14:41:12:917209,-0.660136,-0.133343,1.70672,0,1.28428,1.69478,-8.582,5.908,-21.805,0.336,0.52133,-0.321252,
14:41:12:922325,-0.66031,-0.134233,1.70575,0,1.28442,1.69463,-8.883,6.062,-20.314,-0.112,0.712954,-0.276164,
14:41:12:927252,-0.66052,-0.135088,1.70477,0,1.28458,1.69449,-8.141,6.02,-21.028,-0.28,0.572054,-0.607279,
14:41:12:932451,-0.660764,-0.135926,1.70377,0,1.28475,1.6943,-6.489,5.88,-20.398,0.049,0.703091,-0.574872,
14:41:12:937546,-0.661009,-0.136747,1.70278,0,1.28495,1.6941,-5.467,5.278,-20.244,0.644,0.331115,-0.536829,
14:41:12:942548,-0.661218,-0.137602,1.70178,0,1.28516,1.69386,-5.544,5.74,-19.992,0.14,0.343796,-0.322661,
14:41:12:947674,-0.661427,-0.138457,1.70077,0,1.2854,1.69362,-5.215,5.579,-21.14,0.168,0.090176,-0.29589,
14:41:12:952676,-0.661602,-0.139312,1.69972,0,1.28559,1.69335,-5.901,5.621,-19.11,0.245,0.188806,-0.128219,
14:41:12:957798,-0.661759,-0.140167,1.69871,0,1.28575,1.69311,-5.474,5.824,-18.109,-0.112,0.191624,0.021135,
14:41:12:962799,-0.661899,-0.140988,1.6977,0,1.28585,1.69293,-6.496,4.55,-19.11,0.504,0.149354,0.061996,
14:41:12:967803,-0.662056,-0.141843,1.6967,0,1.28596,1.69281,-7.385,6.104,-18.025,0.308,0.245166,0.009863,
14:41:12:972925,-0.662213,-0.142681,1.69573,0,1.28608,1.69269,-6.587,4.739,-19.012,-0.112,0.284618,-0.039452,
14:41:12:977943,-0.66237,-0.143536,1.69475,0,1.2862,1.69257,-5.523,5.502,-21.462,-0.049,0.376203,-0.164853,
14:41:12:982877,-0.662527,-0.144391,1.69372,0,1.28631,1.69245,-5.635,5.824,-18.935,0.392,0.356477,-0.052133,
14:41:12:988043,-0.662702,-0.145246,1.69273,0,1.28645,1.69234,-4.977,4.893,-19.922,-0.455,0.321252,-0.060587,
14:41:12:993167,-0.662893,-0.146119,1.69177,0,1.28657,1.69224,-3.808,5.614,-20.153,0.476,0.393111,-0.061996,
14:41:12:998178,-0.663051,-0.146992,1.69081,0,1.28667,1.69218,-3.829,5.628,-21.987,-0.112,0.405792,-0.221213,
14:41:13:3293,-0.663173,-0.147847,1.68976,0,1.2868,1.69213,-3.745,5.292,-21.021,0.252,0.66223,-0.274755,
14:41:13:8301,-0.663277,-0.14872,1.68876,0,1.28697,1.69201,-4.529,5.145,-20.286,0.539,0.597416,-0.371976,
14:41:13:13301,-0.663347,-0.149575,1.68775,0,1.28715,1.69194,-5.208,6.3,-19.768,0.077,0.519921,-0.26771,
14:41:13:18417,-0.6634,-0.150412,1.68677,0,1.28728,1.69189,-6.265,5.194,-21.987,-0.161,0.553737,-0.388884,
14:41:13:23440,-0.663452,-0.15125,1.68573,0,1.28746,1.69182,-5.908,5.642,-19.649,-0.189,0.466379,-0.371976,
14:41:13:28545,-0.663487,-0.152105,1.68473,0,1.28763,1.69178,-6.552,4.991,-20.426,-0.112,0.47906,-0.36634,
14:41:13:33559,-0.663539,-0.152996,1.68374,0,1.28781,1.69173,-6.867,5.88,-23.604,-0.168,0.287436,-0.467788,
14:41:13:38694,-0.663592,-0.153868,1.68271,0,1.28798,1.69163,-6.755,5.726,-20.111,-0.539,0.300117,-0.235303,
14:41:13:43675,-0.663661,-0.154741,1.68169,0,1.28819,1.69161,-7,5.691,-21.315,0.28,0.271937,-0.404383,
14:41:13:48798,-0.663714,-0.155614,1.68065,0,1.28845,1.69157,-7.28,5.887,-20.181,-0.308,0.131037,-0.538238,
14:41:13:53791,-0.663784,-0.156469,1.67962,0,1.28866,1.69156,-6.118,6.356,-19.495,0.231,0.022544,-0.43679,
14:41:13:58734,-0.663819,-0.157341,1.67859,0,1.2888,1.69147,-7.021,6.048,-21.63,0.756,0.097221,-0.593189,
14:41:13:63916,-0.663853,-0.158214,1.67754,0,1.28896,1.6914,-6.776,6.195,-19.299,0.252,0.102857,-0.600234,
14:41:13:68910,-0.663871,-0.159104,1.67649,0,1.28912,1.6914,-7.266,6.482,-21.14,-0.112,0.166262,-0.391702,
14:41:13:74049,-0.663888,-0.159994,1.67545,0,1.2892,1.6914,-7.686,7.266,-18.592,-0.021,0.208532,-0.491741,
14:41:13:79047,-0.663888,-0.160884,1.67438,0,1.28931,1.69138,-7.14,7.098,-19.075,-0.203,0.278982,-0.524148,
14:41:13:84167,-0.663888,-0.16174,1.67339,0,1.28948,1.69136,-8.918,6.979,-21.098,0.42,0.428336,-0.694637,
14:41:13:89158,-0.663888,-0.162612,1.67236,0,1.28962,1.69133,-8.064,6.272,-20.244,-0.056,0.481878,-0.600234,
14:41:13:94293,-0.663888,-0.163485,1.67133,0,1.28975,1.69133,-7.616,6.699,-21.665,0.077,0.545283,-0.459334,
14:41:13:99287,-0.663888,-0.164358,1.67028,0,1.28985,1.69133,-8.82,6.685,-19.362,-0.028,0.642504,-0.59178,
14:41:13:104417,-0.663906,-0.16523,1.66925,0,1.29001,1.69133,-7.693,7.714,-21.532,-0.112,0.758042,-0.490332,
14:41:13:109415,-0.663906,-0.166086,1.66824,0,1.29018,1.69133,-7.196,6.538,-20.237,-0.252,0.621369,-0.529784,
14:41:13:114543,-0.663923,-0.166958,1.66723,0,1.29032,1.69133,-7.91,7.385,-21.987,-0.392,0.543874,-0.459334,
14:41:13:119557,-0.663923,-0.167796,1.66616,0,1.29046,1.69133,-6.881,6.307,-19.236,0,0.708727,-0.59178,
14:41:13:124491,-0.663941,-0.168651,1.66511,0,1.29069,1.69133,-7.574,6.678,-19.124,0.308,0.557964,-0.428336,
14:41:13:129664,-0.663941,-0.169489,1.66408,0,1.29093,1.69133,-6.657,5.901,-21.945,-0.448,0.429745,-0.216986,
14:41:13:134652,-0.663941,-0.170362,1.66298,0,1.29118,1.69135,-5.943,6.16,-19.138,-0.588,0.312798,-0.346614,
14:41:13:139791,-0.663941,-0.171217,1.66192,0,1.29142,1.69136,-6.153,5.621,-19.943,0.56,0.162035,-0.39452,
14:41:13:144770,-0.663941,-0.172072,1.66086,0,1.29161,1.69138,-5.012,6.153,-18.053,-0.14,0.333933,-0.273346,
14:41:13:149947,-0.663923,-0.172962,1.65979,0,1.29184,1.6914,-4.851,7.098,-18.788,0.252,0.215577,-0.208532,
14:41:13:154902,-0.663923,-0.1738,1.65873,0,1.29201,1.69145,-3.381,6.006,-18.207,0.756,0.326888,-0.214168,
14:41:13:160041,-0.663923,-0.174673,1.65771,0,1.29217,1.6915,-3.381,5.635,-19.971,-0.133,0.229667,-0.131037,
14:41:13:165010,-0.663906,-0.17551,1.65668,0,1.29233,1.69157,-2.387,5.474,-18.305,-0.021,0.473424,-0.102857,
14:41:13:170180,-0.663888,-0.176366,1.65564,0,1.29245,1.69166,-1.47,5.502,-20.706,0,0.240939,-0.116947,
14:41:13:175310,-0.663871,-0.177203,1.65461,0,1.29256,1.69168,-1.75,6.174,-19.418,-0.42,0.433972,-0.029589,
14:41:13:180299,-0.663853,-0.178076,1.65359,0,1.29271,1.69171,-0.308,5.39,-21.616,0.021,0.481878,0.02818,
14:41:13:185436,-0.663819,-0.178949,1.65258,0,1.29291,1.69182,-0.371,6.251,-20.097,0.252,0.590371,0.163444,
14:41:13:190403,-0.663784,-0.179821,1.65157,0,1.29306,1.69192,0.406,6.699,-22.008,-0.252,0.593189,0.102857,
14:41:13:195569,-0.663731,-0.180694,1.65056,0,1.29324,1.69197,1.351,6.594,-19.929,0.14,0.584735,0.1409,
14:41:13:200561,-0.663679,-0.181567,1.64955,0,1.29345,1.69204,0.742,5.95,-22.631,0.063,0.625596,0.369158,
14:41:13:205661,-0.663609,-0.182474,1.64852,0,1.29364,1.69217,1.883,7.896,-22.029,-0.245,0.508649,0.429745,
14:41:13:210667,-0.663522,-0.183329,1.64747,0,1.29386,1.69225,1.463,8.099,-22.75,-0.021,0.510058,0.364931,
14:41:13:215778,-0.663417,-0.184202,1.64642,0,1.29413,1.69241,2.408,6.783,-20.622,-0.336,0.336751,0.359295,
14:41:13:220777,-0.66333,-0.185075,1.64537,0,1.29439,1.69255,3.388,7.28,-22.463,-0.392,0.1409,0.38043,
14:41:13:225743,-0.663243,-0.18593,1.64433,0,1.29462,1.69262,4.074,8.365,-19.761,-0.161,0.266301,0.541056,
14:41:13:230906,-0.663155,-0.186785,1.64326,0,1.29486,1.69278,4.634,7.644,-21.539,0.112,0.108493,0.524148,
14:41:13:235934,-0.663086,-0.187623,1.64218,0,1.29507,1.693,5.677,6.986,-19.551,-0.021,0.064814,0.519921,
14:41:13:241068,-0.662981,-0.188478,1.64112,0,1.29521,1.69325,6.51,7.273,-18.375,0.476,0.159217,0.329706,
14:41:13:246209,-0.662859,-0.189316,1.64007,0,1.29537,1.69344,7.357,6.097,-20.818,-0.028,0.150763,0.288845,
14:41:13:251186,-0.662736,-0.190154,1.63897,0,1.29551,1.6936,7.833,5.992,-18.578,0.28,0.247984,0.356477,
14:41:13:256298,-0.662597,-0.190991,1.6379,0,1.29565,1.69379,7.651,5.698,-20.888,0.329,0.332524,0.357886,
14:41:13:261329,-0.66244,-0.191829,1.63684,0,1.29578,1.69407,8.638,5.852,-17.584,0.105,0.505831,0.229667,
14:41:13:266438,-0.662265,-0.192684,1.63577,0,1.29594,1.6944,9.142,6.433,-20.3,0.42,0.46497,0.052133,
14:41:13:271424,-0.662073,-0.193505,1.63471,0,1.2961,1.69459,8.176,6.454,-18.599,0.084,0.596007,-0.163444,
14:41:13:276566,-0.661846,-0.19436,1.6337,0,1.29624,1.69468,7.791,6.678,-18.718,0.021,0.724226,0.121174,
14:41:13:281490,-0.661602,-0.195215,1.6327,0,1.29638,1.69478,7.217,6.244,-22.267,0.021,0.689001,0.264892,
14:41:13:286671,-0.661358,-0.196053,1.63167,0,1.29655,1.69498,6.356,7.819,-19.901,0.049,0.698864,0.185988,
14:41:13:291629,-0.661131,-0.196926,1.63064,0,1.29676,1.69519,7.091,7.112,-21.238,0.056,0.708727,0.328297,
14:41:13:296814,-0.660886,-0.197798,1.62961,0,1.29699,1.69531,5.845,7.931,-20.538,0.14,0.604461,0.405792,
14:41:13:301918,-0.660659,-0.198671,1.62862,0,1.29725,1.69547,7.028,8.827,-19.355,-0.224,0.631232,0.541056,
14:41:13:306932,-0.660433,-0.199526,1.62755,0,1.29757,1.69566,7.665,8.33,-22.526,0.252,0.350841,0.484696,
14:41:13:311925,-0.660188,-0.200381,1.62652,0,1.29788,1.69587,7.28,9.219,-20.755,-0.189,0.100039,0.569236,
14:41:13:317033,-0.659909,-0.201219,1.62549,0,1.29814,1.69606,6.391,7.966,-20.377,0.329,0.167671,0.707318,
14:41:13:322040,-0.659612,-0.202057,1.6245,0,1.29833,1.69632,5.537,7.833,-19.698,-0.091,0.139491,0.483287,
14:41:13:327168,-0.659298,-0.202877,1.62344,0,1.29849,1.69663,4.291,7.609,-22.274,0.252,0.181761,0.449471,
14:41:13:332272,-0.659001,-0.203697,1.62239,0,1.29863,1.69705,4.809,7.336,-18.879,-0.42,0.207123,0.228258,
14:41:13:337296,-0.658757,-0.204535,1.62134,0,1.29877,1.69751,5.432,7.077,-18.641,0.658,0.350841,-0.018317,
14:41:13:342414,-0.658513,-0.205373,1.62028,0,1.29891,1.69782,6.881,7.406,-20.741,-0.14,0.466379,-0.105675,
14:41:13:347408,-0.658303,-0.206211,1.61919,0,1.29907,1.698,7.049,8.225,-19.173,-0.14,0.448062,-0.022544,
14:41:13:352566,-0.658059,-0.207014,1.61813,0,1.29924,1.69812,8.085,7.042,-17.948,-0.308,0.491741,-0.057769,
